"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Al27","GO:0006508","proteolysis","biological_process","4N@31.99","Pavir.4NG126219","AT4G15880","ATESD4,ESD4","Cysteine proteinases superfamily protein","LOC_Os04g30860","ulp1 protease family, C-terminal catalytic domain containing protein, expressed"
"Al27","GO:0006508","proteolysis","biological_process","4N@31.99","Pavir.4NG144524","","","","LOC_Os01g24510","transposon protein, putative, CACTA, En/Spm sub-class"
"Al27","GO:0006508","proteolysis","biological_process","4N@31.99","Pavir.4NG164233","","","","LOC_Os03g21310","ulp1 protease family, C-terminal catalytic domain containing protein, expressed"
"Al27","GO:0006508","proteolysis","biological_process","4N@31.99","Pavir.4NG183111","","","","LOC_Os03g48464","transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"Al27","GO:0006508","proteolysis","biological_process","4N@31.99","Pavir.4NG226300","","","","LOC_Os05g20320","expressed protein"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG217000","AT1G62290","","Saposin-like aspartyl protease family protein","LOC_Os05g04630","retrotransposon protein, putative, SINE subclass, expressed"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG228000","AT4G15880","ATESD4,ESD4","Cysteine proteinases superfamily protein","LOC_Os01g25370","SUMO protease, putative, expressed"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG232400","","","","LOC_Os03g21310","ulp1 protease family, C-terminal catalytic domain containing protein, expressed"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG247314","","","","LOC_Os11g42610","transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG285207","","","","LOC_Os04g23380","transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG308414","","","","LOC_Os12g36990","transposon protein, putative, CACTA, En/Spm sub-class"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG324500","AT1G48120","","hydrolases;protein serine/threonine phosphatases","LOC_Os09g11850","ulp1 protease family, C-terminal catalytic domain containing protein, expressed"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG347707","","","","LOC_Os10g07562","transposon protein, putative, CACTA, En/Spm sub-class, expressed"
"Al27","GO:0006508","proteolysis","biological_process","5K@37.73","Pavir.5KG350714","","","","LOC_Os12g16110","transposon protein, putative, CACTA, En/Spm sub-class"
"Al27","GO:0006508","proteolysis","biological_process","7K@41.91","Pavir.7KG261800","AT3G06910","ULP1A","UB-like protease 1A","LOC_Os09g11380","expressed protein"
"Al27","GO:0006508","proteolysis","biological_process","7K@41.91","Pavir.7KG341970","","","","LOC_Os05g34520","ulp1 protease family protein, putative, expressed"
"Al27","GO:0006508","proteolysis","biological_process","9K@76.29","Pavir.9KG439500","AT4G15880","ATESD4,ESD4","Cysteine proteinases superfamily protein","LOC_Os03g22400","ulp1 protease family protein, putative, expressed"
"Al27","GO:0006508","proteolysis","biological_process","9K@76.29","Pavir.9KG464800","AT5G26860","LON1,LON_ARA_ARA","lon protease 1","LOC_Os07g48960","OsLonP3 - Putative Lon protease homologue, expressed"
"Al27","GO:0006508","proteolysis","biological_process","9K@76.29","Pavir.9KG484800","AT5G43060","","Granulin repeat cysteine protease family protein","LOC_Os04g57490","cysteine protease, putative, expressed"
"Al27","GO:0006508","proteolysis","biological_process","9K@76.29","Pavir.9KG489400","","","","LOC_Os06g13750","expressed protein"
"Al27","GO:0006508","proteolysis","biological_process","9K@76.29","Pavir.9KG584100","AT2G47390","","Prolyl oligopeptidase family protein","LOC_Os03g19410","OsPOP7 - Putative Prolyl Oligopeptidase homologue, expressed"
"Al27","GO:0006508","proteolysis","biological_process","4N@31.99","Pavir.4NG098800","AT1G70170","MMP","matrix metalloproteinase","LOC_Os06g13180","metalloendoproteinase 1 precursor, putative, expressed"
"Al27","GO:0006508","proteolysis","biological_process","4N@31.99","Pavir.4NG219600","AT3G57680","","Peptidase S41 family protein","LOC_Os06g21380","OsCttP3 - Putative C-terminal processing peptidase homologue, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG132909","AT2G25080","ATGPX1,GPX1","glutathione peroxidase 1","LOC_Os06g08670","glutathione peroxidase, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG133497","AT4G31870","ATGPX7,GPX7","glutathione peroxidase 7","LOC_Os06g08670","glutathione peroxidase, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG106600","AT5G47000","","Peroxidase superfamily protein","LOC_Os02g50770","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG121311","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g32960","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG143700","AT5G14130","","Peroxidase superfamily protein","LOC_Os06g27850","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG151900","AT1G05260","RCI3,RCI3A","Peroxidase superfamily protein","LOC_Os06g20150","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG152100","AT1G05260","RCI3,RCI3A","Peroxidase superfamily protein","LOC_Os06g29470","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG160000","AT1G68850","","Peroxidase superfamily protein","LOC_Os06g16350","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG162600","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g35520","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG162622","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g35490","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG164200","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g35480","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG164211","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g35520","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","4N@31.99","Pavir.4NG174421","AT5G19890","","Peroxidase superfamily protein","LOC_Os10g02070","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG168000","AT4G37530","","Peroxidase superfamily protein","LOC_Os07g02440","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG171700","AT1G44970","","Peroxidase superfamily protein","LOC_Os01g15810","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG171800","AT2G18150","","Peroxidase superfamily protein","LOC_Os01g15830","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG171807","AT5G66390","","Peroxidase superfamily protein","LOC_Os01g15830","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG171900","AT2G18150","","Peroxidase superfamily protein","LOC_Os01g15830","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG171907","AT2G18150","","Peroxidase superfamily protein","LOC_Os01g15830","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG172000","AT5G66390","","Peroxidase superfamily protein","LOC_Os01g15830","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG172100","AT5G66390","","Peroxidase superfamily protein","LOC_Os01g15830","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG181200","AT2G39040","","Peroxidase superfamily protein","LOC_Os01g16450","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG214000","AT4G33420","","Peroxidase superfamily protein","LOC_Os01g19020","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG214200","AT4G33420","","Peroxidase superfamily protein","LOC_Os01g19020","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG214400","AT4G33420","","Peroxidase superfamily protein","LOC_Os01g18970","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG214500","AT1G71695","","Peroxidase superfamily protein","LOC_Os07g06300","ethylene-insensitive protein 2, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG214600","AT1G71695","","Peroxidase superfamily protein","LOC_Os05g04470","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG243314","AT4G11290","","Peroxidase superfamily protein","LOC_Os03g25320","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG243321","AT4G11290","","Peroxidase superfamily protein","LOC_Os03g25320","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG244400","AT2G39040","","Peroxidase superfamily protein","LOC_Os01g28030","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG261300","AT5G15180","","Peroxidase superfamily protein","LOC_Os01g22370","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG262400","AT4G11290","","Peroxidase superfamily protein","LOC_Os01g22370","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG262600","AT5G64120","","Peroxidase superfamily protein","LOC_Os01g22352","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG262900","AT1G71695","","Peroxidase superfamily protein","LOC_Os04g59260","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG263100","AT1G71695","","Peroxidase superfamily protein","LOC_Os01g22336","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","5K@37.73","Pavir.5KG263200","AT4G11290","","Peroxidase superfamily protein","LOC_Os01g22336","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","7K@41.91","Pavir.7KG396100","AT4G11290","","Peroxidase superfamily protein","LOC_Os04g53640","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG412400","AT4G33420","","Peroxidase superfamily protein","LOC_Os03g25360","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG412500","AT5G66390","","Peroxidase superfamily protein","LOC_Os03g25330","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG412600","AT4G11290","","Peroxidase superfamily protein","LOC_Os03g25320","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG412800","AT1G14550","","Peroxidase superfamily protein","LOC_Os03g25320","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG412900","AT4G11290","","Peroxidase superfamily protein","LOC_Os03g25320","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG433600","AT5G05340","","Peroxidase superfamily protein","LOC_Os03g22020","peroxidase precursor, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG480900","AT1G07890","APX1,ATAPX01,ATAPX1,CS1,MEE6","ascorbate peroxidase 1","LOC_Os03g17690","OsAPx1 - Cytosolic Ascorbate Peroxidase encoding gene 1-8, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG434200","AT4G11600","ATGPX6,GPX6,LSC803,PHGPX","glutathione peroxidase 6","LOC_Os02g44500","glutathione peroxidase, putative, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG452500","AT2G48150","ATGPX4,GPX4","glutathione peroxidase 4","LOC_Os03g24380","glutathione peroxidase domain containing protein, expressed"
"Al27","GO:0006979","response to oxidative stress","biological_process","9K@76.29","Pavir.9KG454100","AT4G21860","MSRB2","methionine sulfoxide reductase B 2","LOC_Os03g24600","peptide methionine sulfoxide reductase msrB, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","5K@37.73","Pavir.5KG372500","AT5G60010","","ferric reductase-like transmembrane component family protein","LOC_Os05g38980","respiratory burst oxidase, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG106600","AT5G47000","","Peroxidase superfamily protein","LOC_Os02g50770","peroxidase precursor, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG121311","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g32960","peroxidase precursor, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG143700","AT5G14130","","Peroxidase superfamily protein","LOC_Os06g27850","peroxidase precursor, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG151900","AT1G05260","RCI3,RCI3A","Peroxidase superfamily protein","LOC_Os06g20150","peroxidase precursor, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG152100","AT1G05260","RCI3,RCI3A","Peroxidase superfamily protein","LOC_Os06g29470","peroxidase precursor, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG160000","AT1G68850","","Peroxidase superfamily protein","LOC_Os06g16350","peroxidase precursor, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG162600","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g35520","peroxidase precursor, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG162622","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g35490","peroxidase precursor, putative, expressed"
"Al27","GO:0004601","peroxidase activity","molecular_function","4N@31.99","Pavir.4NG164200","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g35480","peroxidase precursor, putative, expressed"
